coin	hourly	change	granular	time_stamp
Elrond	1.8	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Quant	5.3	positive	toasty (4-6%)	2021-06-27T00:30:09Z
yearn.finance	3	positive	warm (2-4%)	2021-06-27T00:30:09Z
Holo	1.9	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
NEM	1.6	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Lido Staked Ether	2.8	positive	warm (2-4%)	2021-06-27T00:30:09Z
Helium	0.8	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Synthetix Network Token	2.9	positive	warm (2-4%)	2021-06-27T00:30:09Z
Enjin Coin	2.6	positive	warm (2-4%)	2021-06-27T00:30:09Z
Paxos Standard	0.1	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Zilliqa	1.9	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Near	2	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Mdex	0	negative	neutral (0%)	2021-06-27T00:30:09Z
Basic Attention Token	2.1	positive	warm (2-4%)	2021-06-27T00:30:09Z
Liquity USD	1.7	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Bitcoin Gold	7.5	positive	hot (>6%)	2021-06-27T00:30:09Z
XDC Network	1.7	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
NEXO	3.8	positive	warm (2-4%)	2021-06-27T00:30:09Z
Stacks	2	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Horizen	3.2	positive	warm (2-4%)	2021-06-27T00:30:09Z
Bancor Network Token	2.3	positive	warm (2-4%)	2021-06-27T00:30:09Z
HUSD	0	negative	neutral (0%)	2021-06-27T00:30:09Z
Decentraland	1.5	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Nano	-0.2	negative	chilly (-0-2%)	2021-06-27T00:30:09Z
Qtum	2	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Harmony	1.8	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
DigiByte	1.2	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
cUSDT	-0.1	negative	chilly (-0-2%)	2021-06-27T00:30:09Z
Fantom	1.6	positive	luke warm (0-2%)	2021-06-27T00:30:09Z
Ontology	2.5	positive	warm (2-4%)	2021-06-27T00:30:09Z
KuCoin Token	2.4	positive	warm (2-4%)	2021-06-27T00:30:09Z
Siacoin	2.4	positive	warm (2-4%)	2021-06-27T00:30:09Z
coin	hourly	change	granular	time_stamp
Bitcoin	1.8	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Ethereum	2.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Tether	0.5	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Binance Coin	2.5	positive	warm (2-4%)	2021-06-27T00:45:05Z
Cardano	3	positive	warm (2-4%)	2021-06-27T00:45:05Z
Dogecoin	3.3	positive	warm (2-4%)	2021-06-27T00:45:05Z
XRP	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
USD Coin	-0.4	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
Polkadot	2.9	positive	warm (2-4%)	2021-06-27T00:45:05Z
Binance USD	-0.3	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
Bitcoin Cash	2.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Litecoin	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Uniswap	2.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Solana	2.7	positive	warm (2-4%)	2021-06-27T00:45:05Z
Chainlink	2.2	positive	warm (2-4%)	2021-06-27T00:45:05Z
Polygon	2.3	positive	warm (2-4%)	2021-06-27T00:45:05Z
Theta Network	1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Wrapped Bitcoin	1.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Stellar	1.9	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Ethereum Classic	1.5	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Dai	0.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
VeChain	1.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
TRON	1.5	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Filecoin	3.9	positive	warm (2-4%)	2021-06-27T00:45:05Z
Internet Computer	0.9	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Shiba Inu	-0	negative	neutral (0%)	2021-06-27T00:45:05Z
Monero	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
cUSDC	-0.2	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
EOS	1.9	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
cDAI	-0.2	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
Amp	2.1	positive	warm (2-4%)	2021-06-27T00:45:05Z
OKB	1.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Algorand	1.9	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Crypto.com Coin	1.5	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Aave	3.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Bitcoin SV	3.1	positive	warm (2-4%)	2021-06-27T00:45:05Z
Klaytn	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
PancakeSwap	3.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Cosmos	3.7	positive	warm (2-4%)	2021-06-27T00:45:05Z
Theta Fuel	0.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
NEO	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Terra	0.2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
IOTA	0.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Tezos	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
cETH	2.8	positive	warm (2-4%)	2021-06-27T00:45:05Z
Celsius Network	-2.6	negative	cold (-2-4%)	2021-06-27T00:45:05Z
LEO Token	-1.7	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
FTX Token	2.1	positive	warm (2-4%)	2021-06-27T00:45:05Z
TerraUSD	-0	negative	neutral (0%)	2021-06-27T00:45:05Z
Maker	2.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Avalanche	1.4	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
SafeMoon	-2.7	negative	cold (-2-4%)	2021-06-27T00:45:05Z
Huobi Token	1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
BitTorrent	1.3	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Hedera Hashgraph	0.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
The Graph	1.4	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Kusama	4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Decred	3.1	positive	warm (2-4%)	2021-06-27T00:45:05Z
THORChain	3.7	positive	warm (2-4%)	2021-06-27T00:45:05Z
TrueUSD	-0.4	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
Waves	0.9	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Sushi	1.8	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Huobi BTC	2.2	positive	warm (2-4%)	2021-06-27T00:45:05Z
Dash	0.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Chiliz	0.8	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Telcoin	7.5	positive	hot (>6%)	2021-06-27T00:45:05Z
Compound	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Zcash	1.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Elrond	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Quant	4.8	positive	toasty (4-6%)	2021-06-27T00:45:05Z
yearn.finance	3	positive	warm (2-4%)	2021-06-27T00:45:05Z
Holo	1.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Lido Staked Ether	2.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
NEM	2.2	positive	warm (2-4%)	2021-06-27T00:45:05Z
Helium	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Synthetix Network Token	2.6	positive	warm (2-4%)	2021-06-27T00:45:05Z
Enjin Coin	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Paxos Standard	-0.3	negative	chilly (-0-2%)	2021-06-27T00:45:05Z
Zilliqa	1.3	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Near	1.3	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Mdex	1.4	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Basic Attention Token	1.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Liquity USD	0.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Bitcoin Gold	6.8	positive	hot (>6%)	2021-06-27T00:45:05Z
XDC Network	1.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
NEXO	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Stacks	2.1	positive	warm (2-4%)	2021-06-27T00:45:05Z
Horizen	3.4	positive	warm (2-4%)	2021-06-27T00:45:05Z
Bancor Network Token	2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
HUSD	0.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Decentraland	1.2	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Nano	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Harmony	1.6	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
DigiByte	1.7	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
Qtum	1.9	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
cUSDT	0	negative	neutral (0%)	2021-06-27T00:45:05Z
Fantom	1.1	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
KuCoin Token	3.5	positive	warm (2-4%)	2021-06-27T00:45:05Z
Ontology	2.2	positive	warm (2-4%)	2021-06-27T00:45:05Z
Siacoin	1.3	positive	luke warm (0-2%)	2021-06-27T00:45:05Z
coin	hourly	change	granular	time_stamp
Bitcoin	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Ethereum	-0.1	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Tether	0.5	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Binance Coin	1.6	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Cardano	2.3	positive	warm (2-4%)	2021-06-27T01:00:07Z
Dogecoin	2	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
XRP	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
USD Coin	-0.5	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Polkadot	1.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Binance USD	-0.8	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Bitcoin Cash	1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Litecoin	0.2	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Uniswap	1.5	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Solana	1.3	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Chainlink	0.3	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Polygon	0.8	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Theta Network	-0.5	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Wrapped Bitcoin	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Stellar	1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Ethereum Classic	1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Dai	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
VeChain	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
TRON	0.5	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Filecoin	2.8	positive	warm (2-4%)	2021-06-27T01:00:07Z
Internet Computer	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Shiba Inu	-0.9	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Monero	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
cUSDC	-0	negative	neutral (0%)	2021-06-27T01:00:07Z
EOS	0.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
cDAI	-0.1	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Amp	0.9	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
OKB	-0.4	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Algorand	0.3	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Crypto.com Coin	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Aave	2.6	positive	warm (2-4%)	2021-06-27T01:00:07Z
Bitcoin SV	1.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Klaytn	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
PancakeSwap	2.8	positive	warm (2-4%)	2021-06-27T01:00:07Z
Cosmos	3.1	positive	warm (2-4%)	2021-06-27T01:00:07Z
Theta Fuel	-0.9	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
NEO	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Terra	-0.4	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
IOTA	0.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Tezos	0.6	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
cETH	1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Celsius Network	-1.1	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
LEO Token	-1.5	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
FTX Token	0.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
TerraUSD	-0	negative	neutral (0%)	2021-06-27T01:00:07Z
Maker	0.9	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Avalanche	1.2	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Huobi Token	-0	negative	neutral (0%)	2021-06-27T01:00:07Z
SafeMoon	-3.1	negative	cold (-2-4%)	2021-06-27T01:00:07Z
BitTorrent	0.3	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
The Graph	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Hedera Hashgraph	0.2	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Kusama	2.9	positive	warm (2-4%)	2021-06-27T01:00:07Z
Decred	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
THORChain	2.5	positive	warm (2-4%)	2021-06-27T01:00:07Z
TrueUSD	-0.7	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Waves	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Sushi	0.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Huobi BTC	0.8	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Dash	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Chiliz	-0.1	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Telcoin	4	positive	warm (2-4%)	2021-06-27T01:00:07Z
 Compound	0.9	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Zcash	0.6	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Elrond	1.6	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Quant	5.2	positive	toasty (4-6%)	2021-06-27T01:00:07Z
yearn.finance	0.8	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Holo	0.8	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Lido Staked Ether	0.8	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
NEM	-0.1	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Helium	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Synthetix Network Token	1.9	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Enjin Coin	1.5	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Paxos Standard	-0.8	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Zilliqa	-0.4	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Mdex	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Near	0.2	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Basic Attention Token	0.8	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Liquity USD	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
XDC Network	1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Bitcoin Gold	2.4	positive	warm (2-4%)	2021-06-27T01:00:07Z
Stacks	-1.4	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
NEXO	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Horizen	2.3	positive	warm (2-4%)	2021-06-27T01:00:07Z
Bancor Network Token	0.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
HUSD	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Decentraland	0.6	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Nano	0.4	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Harmony	1.3	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Qtum	0.9	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
DigiByte	0.7	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
cUSDT	-0.5	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
Fantom	-0.3	negative	chilly (-0-2%)	2021-06-27T01:00:07Z
KuCoin Token	2.7	positive	warm (2-4%)	2021-06-27T01:00:07Z
Ontology	1.2	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
Siacoin	0.1	positive	luke warm (0-2%)	2021-06-27T01:00:07Z
coin	hourly	change	granular	time_stamp
Bitcoin	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Ethereum	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Tether	0.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Binance Coin	-0.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Cardano	0.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Dogecoin	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
XRP	0.6	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
USD Coin	-0.4	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Polkadot	0.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Binance USD	-0.9	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Bitcoin Cash	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Litecoin	-0.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Uniswap	0.3	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Solana	-0.4	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Chainlink	0	negative	neutral (0%)	2021-06-27T01:15:07Z
Polygon	-0.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Theta Network	-1.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Wrapped Bitcoin	-0	negative	neutral (0%)	2021-06-27T01:15:07Z
Stellar	0.6	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Ethereum Classic	-0.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Dai	0.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
VeChain	-0.7	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
TRON	0.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Filecoin	0.3	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Internet Computer	-1.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Shiba Inu	-1.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Monero	-0.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
cUSDC	0.5	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
EOS	0	negative	neutral (0%)	2021-06-27T01:15:07Z
cDAI	0.5	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Amp	2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
OKB	-0.4	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Algorand	-0.7	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Aave	1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Crypto.com Coin	-0.8	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Bitcoin SV	-1.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Klaytn	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
PancakeSwap	1.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Cosmos	1.5	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
NEO	-0.3	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Theta Fuel	-2.3	negative	cold (-2-4%)	2021-06-27T01:15:07Z
Terra	0	negative	neutral (0%)	2021-06-27T01:15:07Z
IOTA	-0.7	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Tezos	0.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
cETH	0.8	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Celsius Network	-1.9	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
LEO Token	-1.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
FTX Token	0	negative	neutral (0%)	2021-06-27T01:15:07Z
TerraUSD	-0.8	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Maker	0.7	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Avalanche	-0.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
SafeMoon	-0.7	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Huobi Token	-0.3	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
BitTorrent	-1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Hedera Hashgraph	-1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
The Graph	-0.5	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Kusama	-0.3	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Decred	0.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
THORChain	0.6	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
TrueUSD	-1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Waves	-0.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Sushi	-0.7	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Huobi BTC	0.4	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Dash	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Chiliz	-0.8	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Telcoin	0.9	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Compound	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Zcash	-0.4	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Elrond	0.4	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Quant	3.3	positive	warm (2-4%)	2021-06-27T01:15:07Z
yearn.finance	0.5	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Holo	-0	negative	neutral (0%)	2021-06-27T01:15:07Z
Lido Staked Ether	0.4	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Helium	-0.3	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
NEM	-0.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Synthetix Network Token	0.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Enjin Coin	0.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Paxos Standard	-0.9	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Zilliqa	-0.8	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Mdex	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Basic Attention Token	0.5	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Near	-0.8	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Liquity USD	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Bitcoin Gold	-1.4	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
XDC Network	0.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Stacks	-0.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
NEXO	-0.5	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Horizen	1.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Bancor Network Token	0.3	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
HUSD	0.3	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Decentraland	-0.8	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Nano	-0.5	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Harmony	1.1	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Qtum	0.2	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
DigiByte	-0.3	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
cUSDT	-0.2	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
KuCoin Token	1.8	positive	luke warm (0-2%)	2021-06-27T01:15:07Z
Fantom	-1.4	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Ontology	-0.1	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
Siacoin	-1.6	negative	chilly (-0-2%)	2021-06-27T01:15:07Z
coin	hourly	change	granular	time_stamp
Bitcoin	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Ethereum	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Tether	0.1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Binance Coin	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Cardano	1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Dogecoin	-0	negative	neutral (0%)	2021-06-27T01:30:08Z
XRP	1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
USD Coin	-0.6	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Polkadot	0.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Binance USD	0.4	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Bitcoin Cash	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Uniswap	1	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Litecoin	0.5	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Solana	1.9	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Chainlink	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Polygon	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Theta Network	0.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Wrapped Bitcoin	0	negative	neutral (0%)	2021-06-27T01:30:08Z
Stellar	0.6	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Ethereum Classic	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Dai	0.2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
VeChain	-0.5	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
TRON	-0.1	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Filecoin	2	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
Internet Computer	-0.4	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Shiba Inu	-0.2	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
Monero	0.3	positive	luke warm (0-2%)	2021-06-27T01:30:08Z
cUSDC	-1.1	negative	chilly (-0-2%)	2021-06-27T01:30:08Z
