coin	hourly	change	granular	time_stamp
Stellar	1	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Ethereum Classic	0.9	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Internet Computer	2.4	positive	warm (2-4%)	2021-06-27T19:15:05Z
VeChain	0	negative	neutral (0%)	2021-06-27T19:15:05Z
Filecoin	0	negative	neutral (0%)	2021-06-27T19:15:05Z
TRON	1.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Shiba Inu	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Monero	1.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
cUSDC	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
EOS	0.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Amp	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
cDAI	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
OKB	1.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Crypto.com Coin	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Algorand	0.5	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Aave	0.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Bitcoin SV	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Klaytn	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Cosmos	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
PancakeSwap	0.5	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Theta Fuel	-0.3	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Celsius Network	2.6	positive	warm (2-4%)	2021-06-27T19:15:05Z
Terra	0.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
cETH	0.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
NEO	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Tezos	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
IOTA	-0.3	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
FTX Token	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
LEO Token	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
TerraUSD	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Maker	0.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Avalanche	-0.2	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
SafeMoon	1.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Huobi Token	0.9	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
BitTorrent	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Hedera Hashgraph	0.9	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
The Graph	0.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Decred	-2	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Kusama	0.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
THORChain	0.1	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
TrueUSD	0.9	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Waves	-0.1	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Huobi BTC	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Sushi	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Compound	-0.3	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Dash	1.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Chiliz	-0.6	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Telcoin	0.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Zcash	1.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Elrond	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Quant	1.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
yearn.finance	1	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Holo	0.9	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Lido Staked Ether	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
NEM	0.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Helium	1.9	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Synthetix Network Token	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Paxos Standard	0.7	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Enjin Coin	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Zilliqa	0.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Mdex	1.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
XDC Network	0.1	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Basic Attention Token	0.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Near	0.4	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Liquity USD	0.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
HUSD	0.2	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Stacks	2.6	positive	warm (2-4%)	2021-06-27T19:15:05Z
Bitcoin Gold	-1.8	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
NEXO	-0.3	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Harmony	-0.4	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Bancor Network Token	0.5	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Horizen	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Decentraland	-0.3	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
Qtum	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Nano	0.8	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
cUSDT	0.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
DigiByte	-0	negative	neutral (0%)	2021-06-27T19:15:05Z
Pirate Chain	-1.3	negative	chilly (-0-2%)	2021-06-27T19:15:05Z
KuCoin Token	0.3	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Ontology	0.6	positive	luke warm (0-2%)	2021-06-27T19:15:05Z
Fantom	-0	negative	neutral (0%)	2021-06-27T19:15:05Z
coin	hourly	change	granular	time_stamp
Bitcoin	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Ethereum	0.1	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Tether	-0.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Binance Coin	-0	negative	neutral (0%)	2021-06-27T19:30:06Z
Cardano	0.5	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Dogecoin	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
XRP	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
USD Coin	-0	negative	neutral (0%)	2021-06-27T19:30:06Z
Polkadot	-0.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Binance USD	0	negative	neutral (0%)	2021-06-27T19:30:06Z
Bitcoin Cash	0.7	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Litecoin	0.5	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Uniswap	-0.9	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Solana	-0.8	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Chainlink	-0.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Polygon	-0.7	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Theta Network	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Wrapped Bitcoin	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Stellar	-0.5	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Ethereum Classic	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Internet Computer	2.5	positive	warm (2-4%)	2021-06-27T19:30:06Z
VeChain	-0.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
TRON	0.2	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Filecoin	-1.5	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Shiba Inu	0.2	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Monero	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
cUSDC	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
EOS	0	negative	neutral (0%)	2021-06-27T19:30:06Z
Amp	0.8	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
cDAI	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
OKB	-0	negative	neutral (0%)	2021-06-27T19:30:06Z
Crypto.com Coin	0.1	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Algorand	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Aave	-1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Bitcoin SV	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Klaytn	-0	negative	neutral (0%)	2021-06-27T19:30:06Z
Cosmos	-0.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
PancakeSwap	0.4	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Celsius Network	1.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Theta Fuel	-2.8	negative	cold (-2-4%)	2021-06-27T19:30:06Z
Terra	-0	negative	neutral (0%)	2021-06-27T19:30:06Z
cETH	0.2	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
NEO	-0.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
IOTA	-1.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Tezos	-0.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
FTX Token	-0.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
LEO Token	-0.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
TerraUSD	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Maker	-0.6	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Avalanche	-0.8	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
SafeMoon	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Huobi Token	0.2	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
BitTorrent	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Hedera Hashgraph	0.4	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
The Graph	-1.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Decred	-2.6	negative	cold (-2-4%)	2021-06-27T19:30:06Z
Kusama	-0.6	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
THORChain	-1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
TrueUSD	0.2	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Waves	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Huobi BTC	0.1	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Sushi	-0.5	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Compound	-1.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Dash	0.7	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Chiliz	-1.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Telcoin	-0.7	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Zcash	1.5	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Elrond	-0.8	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Quant	0.7	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
yearn.finance	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Holo	-0.5	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Lido Staked Ether	0.6	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
NEM	-0.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Helium	0.4	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Synthetix Network Token	-0.5	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Paxos Standard	-0	negative	neutral (0%)	2021-06-27T19:30:06Z
Enjin Coin	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Zilliqa	-0.6	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Mdex	0.5	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
XDC Network	0.1	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Basic Attention Token	-1.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Near	-0.8	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Liquity USD	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
HUSD	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Stacks	0.1	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
Bitcoin Gold	-1.8	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
NEXO	-0.9	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Harmony	-0.7	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Bancor Network Token	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Horizen	-0.4	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Decentraland	-0.3	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Qtum	-0.7	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Nano	-0.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
cUSDT	0	negative	neutral (0%)	2021-06-27T19:30:06Z
DigiByte	-0.6	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Pirate Chain	-1.1	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
KuCoin Token	-1.2	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Fantom	-0.9	negative	chilly (-0-2%)	2021-06-27T19:30:06Z
Ontology	0.3	positive	luke warm (0-2%)	2021-06-27T19:30:06Z
coin	hourly	change	granular	time_stamp
Bitcoin	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Ethereum	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Tether	-0.4	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Binance Coin	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Cardano	0.3	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Dogecoin	-0.6	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
XRP	0.5	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
USD Coin	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Polkadot	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Binance USD	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Bitcoin Cash	-0	negative	neutral (0%)	2021-06-27T19:45:04Z
Litecoin	0	negative	neutral (0%)	2021-06-27T19:45:04Z
Uniswap	-0.6	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Solana	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Chainlink	0	negative	neutral (0%)	2021-06-27T19:45:04Z
Polygon	-0.5	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Theta Network	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Wrapped Bitcoin	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Stellar	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Ethereum Classic	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Internet Computer	1.5	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
VeChain	-0	negative	neutral (0%)	2021-06-27T19:45:04Z
TRON	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Filecoin	-1.4	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Shiba Inu	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Monero	0.7	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
cUSDC	0.4	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
EOS	0.2	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Amp	0.3	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
cDAI	0.4	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
OKB	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Crypto.com Coin	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Algorand	-1.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Aave	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Klaytn	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Bitcoin SV	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Cosmos	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
PancakeSwap	0.1	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Celsius Network	-0.5	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Terra	0.4	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Theta Fuel	-0.6	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
cETH	0.2	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
NEO	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
IOTA	-0.5	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Tezos	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
FTX Token	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
LEO Token	0.1	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
TerraUSD	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Maker	-0.4	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Avalanche	-0.6	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
SafeMoon	-2.8	negative	cold (-2-4%)	2021-06-27T19:45:04Z
Huobi Token	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
BitTorrent	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Hedera Hashgraph	0.3	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
The Graph	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Decred	0.2	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Kusama	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
THORChain	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
TrueUSD	0	negative	neutral (0%)	2021-06-27T19:45:04Z
Waves	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Huobi BTC	-0	negative	neutral (0%)	2021-06-27T19:45:04Z
Sushi	0.1	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Compound	-0.8	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Dash	0.2	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Chiliz	-1.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Telcoin	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Elrond	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Zcash	-0.5	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Quant	0.1	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
yearn.finance	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Holo	-0.9	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Lido Staked Ether	0	negative	neutral (0%)	2021-06-27T19:45:04Z
NEM	-0.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Helium	1	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Synthetix Network Token	-0.4	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Paxos Standard	0	negative	neutral (0%)	2021-06-27T19:45:04Z
Enjin Coin	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Zilliqa	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
XDC Network	2.9	positive	warm (2-4%)	2021-06-27T19:45:04Z
Mdex	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Basic Attention Token	-1.1	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Near	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Liquity USD	0.4	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
HUSD	-0.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Stacks	-0.9	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
NEXO	-0.5	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Bitcoin Gold	-0	negative	neutral (0%)	2021-06-27T19:45:04Z
Harmony	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Bancor Network Token	-0.5	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Horizen	0.2	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Decentraland	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Qtum	-0	negative	neutral (0%)	2021-06-27T19:45:04Z
Nano	-0.4	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
cUSDT	0.3	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
DigiByte	-0.2	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
KuCoin Token	-1.3	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
Pirate Chain	-2.8	negative	cold (-2-4%)	2021-06-27T19:45:04Z
Ontology	0.3	positive	luke warm (0-2%)	2021-06-27T19:45:04Z
Fantom	-0.7	negative	chilly (-0-2%)	2021-06-27T19:45:04Z
coin	hourly	change	granular	time_stamp
Bitcoin	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Ethereum	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Tether	-0.4	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Binance Coin	0.4	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Cardano	0.8	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Dogecoin	0.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
XRP	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
USD Coin	0.1	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Polkadot	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Binance USD	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Bitcoin Cash	0.4	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Litecoin	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Uniswap	0.4	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Solana	0.8	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Chainlink	0.7	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Polygon	0.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Theta Network	1.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Wrapped Bitcoin	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Stellar	0.6	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Ethereum Classic	0.6	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Internet Computer	1.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
VeChain	1.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
TRON	0.6	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Filecoin	-0.2	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Shiba Inu	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Monero	1.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
cUSDC	0.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
EOS	0.6	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Amp	-0.9	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
cDAI	0.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
OKB	0.8	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Crypto.com Coin	0.8	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Aave	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Algorand	-0.4	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Klaytn	2.5	positive	warm (2-4%)	2021-06-27T20:00:06Z
Bitcoin SV	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Cosmos	-0.2	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
PancakeSwap	0.8	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Celsius Network	-0	negative	neutral (0%)	2021-06-27T20:00:06Z
Terra	1.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Theta Fuel	-0.9	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
cETH	0.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
NEO	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
IOTA	1.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Tezos	1	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
FTX Token	0.5	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
LEO Token	-0.2	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
TerraUSD	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Maker	0.4	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Avalanche	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
SafeMoon	-1.2	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Huobi Token	0.4	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
BitTorrent	0.7	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Hedera Hashgraph	1	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
The Graph	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Decred	0.9	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Kusama	1.1	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
THORChain	0.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
TrueUSD	0.2	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Waves	-0.1	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Huobi BTC	0.1	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Sushi	0.9	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Compound	1.1	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Dash	0.9	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Chiliz	-0.5	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Telcoin	0.8	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Elrond	0.6	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Zcash	-0.1	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Quant	-0.4	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
yearn.finance	0.7	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Holo	-0.2	negative	chilly (-0-2%)	2021-06-27T20:00:06Z
Lido Staked Ether	0	negative	neutral (0%)	2021-06-27T20:00:06Z
NEM	0.6	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
Helium	1.3	positive	luke warm (0-2%)	2021-06-27T20:00:06Z
