coin	hourly	change	granular	time_stamp
The Graph	1.4	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Kusama	4.4	positive	toasty (4-6%)	2021-06-26T22:15:04Z
Decred	3.3	positive	warm (2-4%)	2021-06-26T22:15:04Z
TrueUSD	0.6	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
THORChain	3.4	positive	warm (2-4%)	2021-06-26T22:15:04Z
Waves	0.7	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Sushi	2.3	positive	warm (2-4%)	2021-06-26T22:15:04Z
Huobi BTC	1	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Dash	2.7	positive	warm (2-4%)	2021-06-26T22:15:04Z
Chiliz	1.5	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Compound	2.7	positive	warm (2-4%)	2021-06-26T22:15:04Z
Telcoin	2.6	positive	warm (2-4%)	2021-06-26T22:15:04Z
Zcash	1.6	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Elrond	2.8	positive	warm (2-4%)	2021-06-26T22:15:04Z
yearn.finance	2.2	positive	warm (2-4%)	2021-06-26T22:15:04Z
Quant	1.6	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Holo	1.5	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Helium	0.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Lido Staked Ether	1.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
NEM	2.7	positive	warm (2-4%)	2021-06-26T22:15:04Z
Synthetix Network Token	2.4	positive	warm (2-4%)	2021-06-26T22:15:04Z
Paxos Standard	0.7	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Enjin Coin	2.2	positive	warm (2-4%)	2021-06-26T22:15:04Z
Zilliqa	2.3	positive	warm (2-4%)	2021-06-26T22:15:04Z
Mdex	1.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Near	2.6	positive	warm (2-4%)	2021-06-26T22:15:04Z
Liquity USD	1.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Basic Attention Token	1.9	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
XDC Network	-0.4	negative	chilly (-0-2%)	2021-06-26T22:15:04Z
NEXO	1.4	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Stacks	2.5	positive	warm (2-4%)	2021-06-26T22:15:04Z
Bitcoin Gold	-0.8	negative	chilly (-0-2%)	2021-06-26T22:15:04Z
HUSD	0.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Bancor Network Token	1.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Horizen	1.3	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Decentraland	2.2	positive	warm (2-4%)	2021-06-26T22:15:04Z
Nano	2.4	positive	warm (2-4%)	2021-06-26T22:15:04Z
DigiByte	2	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
cUSDT	0.2	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Harmony	1.4	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Qtum	1.8	positive	luke warm (0-2%)	2021-06-26T22:15:04Z
Fantom	2.9	positive	warm (2-4%)	2021-06-26T22:15:04Z
Celo	-1.5	negative	chilly (-0-2%)	2021-06-26T22:15:04Z
Ontology	2.7	positive	warm (2-4%)	2021-06-26T22:15:04Z
KuCoin Token	-0.4	negative	chilly (-0-2%)	2021-06-26T22:15:04Z
coin	hourly	change	granular	time_stamp
Bitcoin	1.1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Ethereum	0.7	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Tether	-0.1	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
Binance Coin	1.3	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Cardano	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Dogecoin	0.7	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
XRP	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
USD Coin	0	negative	neutral (0%)	2021-06-26T22:30:15Z
Polkadot	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Binance USD	-0	negative	neutral (0%)	2021-06-26T22:30:15Z
 Bitcoin Cash	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Litecoin	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Uniswap	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Solana	2.1	positive	warm (2-4%)	2021-06-26T22:30:15Z
Chainlink	1.1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Polygon	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Theta Network	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Wrapped Bitcoin	1.1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Stellar	2.2	positive	warm (2-4%)	2021-06-26T22:30:15Z
Ethereum Classic	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Dai	0.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
VeChain	2.4	positive	warm (2-4%)	2021-06-26T22:30:15Z
TRON	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Filecoin	0.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Internet Computer	1.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Shiba Inu	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Monero	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
cUSDC	-0	negative	neutral (0%)	2021-06-26T22:30:15Z
EOS	2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
cDAI	-0	negative	neutral (0%)	2021-06-26T22:30:15Z
Amp	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
OKB	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Algorand	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Crypto.com Coin	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Klaytn	0.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Aave	1.5	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Bitcoin SV	-0.3	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
PancakeSwap	1.2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Celsius Network	-1.5	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
Theta Fuel	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Cosmos	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
NEO	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Terra	1.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
IOTA	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Tezos	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
LEO Token	-0.6	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
cETH	1.1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
FTX Token	0.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
TerraUSD	0.2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Maker	1.1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Avalanche	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
SafeMoon	-0.1	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
Huobi Token	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
BitTorrent	0.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Hedera Hashgraph	-0.3	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
 The Graph	0.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Kusama	2.5	positive	warm (2-4%)	2021-06-26T22:30:15Z
Decred	3	positive	warm (2-4%)	2021-06-26T22:30:15Z
TrueUSD	-0.1	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
THORChain	2.4	positive	warm (2-4%)	2021-06-26T22:30:15Z
Waves	0	negative	neutral (0%)	2021-06-26T22:30:15Z
Dash	2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Sushi	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Huobi BTC	1.5	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Chiliz	1.5	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Compound	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Telcoin	1.2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Zcash	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Elrond	2.4	positive	warm (2-4%)	2021-06-26T22:30:15Z
yearn.finance	1.1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Quant	1.8	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Holo	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Helium	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Lido Staked Ether	1.7	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
NEM	2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Synthetix Network Token	1.5	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Paxos Standard	-0.3	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
Enjin Coin	1.5	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Zilliqa	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Mdex	0.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Near	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Liquity USD	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Basic Attention Token	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
XDC Network	-0	negative	neutral (0%)	2021-06-26T22:30:15Z
NEXO	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Stacks	0.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Bitcoin Gold	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
HUSD	-0.4	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
Bancor Network Token	1	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Horizen	0.9	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Decentraland	0.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
DigiByte	1.6	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Nano	1.2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
cUSDT	-0.1	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
Harmony	2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Qtum	2	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Fantom	1.4	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Celo	-1.7	negative	chilly (-0-2%)	2021-06-26T22:30:15Z
 KuCoin Token	1.3	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
Ontology	1.7	positive	luke warm (0-2%)	2021-06-26T22:30:15Z
coin	hourly	change	granular	time_stamp
Bitcoin	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Ethereum	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Tether	-0.1	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
Binance Coin	0.8	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Cardano	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Dogecoin	1.2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
XRP	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
USD Coin	0.4	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Polkadot	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Binance USD	0.4	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Bitcoin Cash	1.8	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Litecoin	1.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Uniswap	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Solana	2.3	positive	warm (2-4%)	2021-06-26T22:45:11Z
Chainlink	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Polygon	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Theta Network	1.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Wrapped Bitcoin	1.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Stellar	1.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Ethereum Classic	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Dai	0.4	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
VeChain	2.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
TRON	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Filecoin	0.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Internet Computer	3.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
Shiba Inu	0.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
cUSDC	0.5	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Monero	1.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
EOS	2.3	positive	warm (2-4%)	2021-06-26T22:45:11Z
cDAI	0.5	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Amp	1.1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
OKB	2.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
Algorand	2.2	positive	warm (2-4%)	2021-06-26T22:45:11Z
Crypto.com Coin	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Klaytn	1.1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Aave	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Bitcoin SV	0.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
PancakeSwap	0.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Theta Fuel	2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
NEO	2.7	positive	warm (2-4%)	2021-06-26T22:45:11Z
Cosmos	1.2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Terra	2.5	positive	warm (2-4%)	2021-06-26T22:45:11Z
IOTA	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Celsius Network	-2.8	negative	cold (-2-4%)	2021-06-26T22:45:11Z
Tezos	1.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
cETH	1.2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
LEO Token	-0.2	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
FTX Token	1.2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
TerraUSD	0.1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Maker	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Avalanche	2.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
SafeMoon	-0.6	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
Huobi Token	0.5	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Hedera Hashgraph	0.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
BitTorrent	0.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
The Graph	0.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Kusama	2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Decred	2.2	positive	warm (2-4%)	2021-06-26T22:45:11Z
TrueUSD	0.2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
THORChain	2.8	positive	warm (2-4%)	2021-06-26T22:45:11Z
Waves	0.8	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Huobi BTC	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Sushi	1.8	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Dash	2.5	positive	warm (2-4%)	2021-06-26T22:45:11Z
Chiliz	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Compound	1.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Telcoin	-0.5	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
Zcash	1.5	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Elrond	1.4	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
yearn.finance	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Quant	0.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Holo	1.1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Helium	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Lido Staked Ether	1.7	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
NEM	2.3	positive	warm (2-4%)	2021-06-26T22:45:11Z
Synthetix Network Token	2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Paxos Standard	0.1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Enjin Coin	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Zilliqa	1.6	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Mdex	0.8	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Near	0.9	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Basic Attention Token	2.2	positive	warm (2-4%)	2021-06-26T22:45:11Z
Liquity USD	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
XDC Network	-0.5	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
Stacks	2.7	positive	warm (2-4%)	2021-06-26T22:45:11Z
NEXO	0.4	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Bitcoin Gold	1	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
HUSD	0	negative	neutral (0%)	2021-06-26T22:45:11Z
Bancor Network Token	1.4	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Horizen	1.5	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Decentraland	1.3	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Nano	1.8	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Harmony	2.3	positive	warm (2-4%)	2021-06-26T22:45:11Z
DigiByte	2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
Qtum	3.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
cUSDT	-0.4	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
Fantom	2.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
Celo	-1.6	negative	chilly (-0-2%)	2021-06-26T22:45:11Z
Ontology	2.1	positive	warm (2-4%)	2021-06-26T22:45:11Z
KuCoin Token	1.2	positive	luke warm (0-2%)	2021-06-26T22:45:11Z
coin	hourly	change	granular	time_stamp
Bitcoin	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Ethereum	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Tether	-0.1	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Binance Coin	0.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Cardano	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Dogecoin	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
XRP	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
USD Coin	-0.5	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Polkadot	-0	negative	neutral (0%)	2021-06-26T23:00:11Z
Binance USD	-0.6	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Bitcoin Cash	0	negative	neutral (0%)	2021-06-26T23:00:11Z
Litecoin	0.1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Uniswap	-0.5	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Solana	1.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Chainlink	0.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Polygon	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Theta Network	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Wrapped Bitcoin	0.8	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Stellar	2.2	positive	warm (2-4%)	2021-06-26T23:00:11Z
Ethereum Classic	-0.4	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Dai	0.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
VeChain	1.1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
TRON	-0	negative	neutral (0%)	2021-06-26T23:00:11Z
Filecoin	-0.4	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Internet Computer	1.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Shiba Inu	-0.2	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Monero	0.7	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
cUSDC	-0	negative	neutral (0%)	2021-06-26T23:00:11Z
EOS	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
cDAI	-0	negative	neutral (0%)	2021-06-26T23:00:11Z
Amp	1.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
OKB	0.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Algorand	0.8	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Crypto.com Coin	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Klaytn	-0.5	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Aave	0.8	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Bitcoin SV	-0.4	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
PancakeSwap	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Theta Fuel	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
NEO	1.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Cosmos	0.8	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Terra	0.7	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
IOTA	0.9	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Tezos	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Celsius Network	-4.2	negative	freezing (-4-6%)	2021-06-26T23:00:11Z
cETH	0.7	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
LEO Token	-1	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
FTX Token	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
TerraUSD	-0.9	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Maker	-0.1	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Avalanche	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
SafeMoon	-0.3	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Huobi Token	-0.5	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Hedera Hashgraph	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
BitTorrent	0	negative	neutral (0%)	2021-06-26T23:00:11Z
The Graph	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Kusama	-0.2	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Decred	1.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
THORChain	1.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
TrueUSD	-0.7	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Waves	0.1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Sushi	0.8	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Huobi BTC	1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Dash	0.9	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Chiliz	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Compound	0.8	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Telcoin	-0.5	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Zcash	0.5	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Elrond	0.1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Quant	0.9	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
yearn.finance	-0.3	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Holo	-0.2	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Helium	-0.5	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Lido Staked Ether	1.1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
NEM	0.9	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Synthetix Network Token	1.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Paxos Standard	-0.8	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Enjin Coin	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Zilliqa	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Mdex	-0.3	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Near	0.4	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Basic Attention Token	1	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Liquity USD	0	negative	neutral (0%)	2021-06-26T23:00:11Z
XDC Network	-0.6	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Stacks	2.4	positive	warm (2-4%)	2021-06-26T23:00:11Z
NEXO	0.3	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Bitcoin Gold	-1	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
HUSD	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Horizen	0.7	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Bancor Network Token	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Decentraland	-0.2	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Nano	2.3	positive	warm (2-4%)	2021-06-26T23:00:11Z
DigiByte	0.6	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Harmony	2.1	positive	warm (2-4%)	2021-06-26T23:00:11Z
Qtum	2.5	positive	warm (2-4%)	2021-06-26T23:00:11Z
cUSDT	-1	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
Fantom	0.9	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Ontology	0.7	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
Celo	-1.7	negative	chilly (-0-2%)	2021-06-26T23:00:11Z
KuCoin Token	0.2	positive	luke warm (0-2%)	2021-06-26T23:00:11Z
coin	hourly	change	granular	time_stamp
Bitcoin	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Ethereum	0.3	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Tether	-0.2	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Binance Coin	0.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Cardano	0	negative	neutral (0%)	2021-06-26T23:15:09Z
Dogecoin	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
XRP	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
USD Coin	-0.4	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Polkadot	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Binance USD	-0.9	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Bitcoin Cash	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Litecoin	0.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Uniswap	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Solana	1.8	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Chainlink	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Polygon	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
