coin	hourly	change	granular	time_stamp
Theta Network	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Wrapped Bitcoin	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Stellar	2.2	positive	warm (2-4%)	2021-06-26T23:15:09Z
Ethereum Classic	-0.1	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
VeChain	1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
TRON	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Filecoin	-0.1	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Internet Computer	1.2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Shiba Inu	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Monero	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
cUSDC	-0.3	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
EOS	0.2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
cDAI	-0.3	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Amp	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
OKB	0.8	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Algorand	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Crypto.com Coin	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Klaytn	1.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Aave	1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Bitcoin SV	0.3	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
PancakeSwap	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Theta Fuel	0.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Cosmos	0.8	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
NEO	0.8	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Terra	1.2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
IOTA	1.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Tezos	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Celsius Network	-3.5	negative	cold (-2-4%)	2021-06-26T23:15:09Z
cETH	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
LEO Token	-0.9	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
FTX Token	0.2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
TerraUSD	-0.1	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Maker	0.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Avalanche	-0.1	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
SafeMoon	2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Huobi Token	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Hedera Hashgraph	1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
BitTorrent	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
The Graph	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Kusama	-0.7	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Decred	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
THORChain	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
TrueUSD	-0.4	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Waves	0.2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Sushi	1.3	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Huobi BTC	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Dash	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Chiliz	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Compound	0.8	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Telcoin	-0.6	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Zcash	0.2	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Elrond	-0.1	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
yearn.finance	0.3	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Quant	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Holo	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Helium	-0.2	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Lido Staked Ether	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
NEM	1.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Synthetix Network Token	1.3	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Paxos Standard	-0.5	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Enjin Coin	1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Zilliqa	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Mdex	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Near	1.3	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Basic Attention Token	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Liquity USD	-0.1	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
XDC Network	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Bitcoin Gold	2.1	positive	warm (2-4%)	2021-06-26T23:15:09Z
NEXO	0.4	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Stacks	2.6	positive	warm (2-4%)	2021-06-26T23:15:09Z
HUSD	-0.2	negative	chilly (-0-2%)	2021-06-26T23:15:09Z
Bancor Network Token	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Horizen	0.9	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Decentraland	0.7	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Nano	4.1	positive	toasty (4-6%)	2021-06-26T23:15:09Z
Qtum	3.2	positive	warm (2-4%)	2021-06-26T23:15:09Z
Harmony	2.1	positive	warm (2-4%)	2021-06-26T23:15:09Z
DigiByte	0.6	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
cUSDT	0.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Fantom	1.1	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Ontology	0.8	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
KuCoin Token	0.5	positive	luke warm (0-2%)	2021-06-26T23:15:09Z
Siacoin	2.3	positive	warm (2-4%)	2021-06-26T23:15:09Z
coin	hourly	change	granular	time_stamp
Bitcoin	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Ethereum	1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Tether	-0.2	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Binance Coin	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Cardano	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Dogecoin	0.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
XRP	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
USD Coin	-0.1	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Polkadot	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Binance USD	0	negative	neutral (0%)	2021-06-26T23:30:07Z
Bitcoin Cash	0.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Litecoin	0.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Uniswap	0.5	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Solana	1.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Chainlink	0.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Polygon	1.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Theta Network	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Wrapped Bitcoin	0.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Stellar	1.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Ethereum Classic	0.5	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Dai	-0.2	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
VeChain	0.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
TRON	0.9	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Filecoin	-0	negative	neutral (0%)	2021-06-26T23:30:07Z
Internet Computer	1.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Shiba Inu	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Monero	0.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
cUSDC	2.7	positive	warm (2-4%)	2021-06-26T23:30:07Z
EOS	0.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
cDAI	0.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Amp	0.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
OKB	-0.3	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Algorand	0.5	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Crypto.com Coin	1.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Klaytn	1.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Aave	1.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Bitcoin SV	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
PancakeSwap	0.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Cosmos	2.7	positive	warm (2-4%)	2021-06-26T23:30:07Z
Theta Fuel	2.1	positive	warm (2-4%)	2021-06-26T23:30:07Z
NEO	0.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Terra	1.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
IOTA	0.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Tezos	0.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Celsius Network	-2.1	negative	cold (-2-4%)	2021-06-26T23:30:07Z
cETH	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
LEO Token	-0.4	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
FTX Token	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
TerraUSD	0	negative	neutral (0%)	2021-06-26T23:30:07Z
Maker	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Avalanche	0.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
SafeMoon	2.6	positive	warm (2-4%)	2021-06-26T23:30:07Z
Huobi Token	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Hedera Hashgraph	0.9	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
BitTorrent	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
The Graph	1.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Kusama	-0.3	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Decred	0.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
THORChain	1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
TrueUSD	-0.1	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Waves	0.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Sushi	1.8	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Huobi BTC	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Dash	0.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Chiliz	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Compound	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Telcoin	0.9	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Zcash	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Elrond	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Quant	2.3	positive	warm (2-4%)	2021-06-26T23:30:07Z
yearn.finance	0.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Holo	0.9	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Helium	-1.1	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Lido Staked Ether	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
NEM	1.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Synthetix Network Token	1.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Enjin Coin	1.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Paxos Standard	-0.1	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Zilliqa	0.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Mdex	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Near	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Basic Attention Token	1.1	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Liquity USD	-0.1	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
XDC Network	0.3	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Bitcoin Gold	1.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
NEXO	-0.5	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Stacks	-0.8	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
HUSD	-0.2	negative	chilly (-0-2%)	2021-06-26T23:30:07Z
Horizen	1.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Bancor Network Token	0.7	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Nano	4.3	positive	toasty (4-6%)	2021-06-26T23:30:07Z
Decentraland	1.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Qtum	1.5	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Harmony	1.5	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
DigiByte	1.4	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
cUSDT	0	negative	neutral (0%)	2021-06-26T23:30:07Z
Fantom	1.2	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Ontology	0.9	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
KuCoin Token	0.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
Siacoin	1.6	positive	luke warm (0-2%)	2021-06-26T23:30:07Z
